Delivery Start (EET);Delivery End (EET);FI Price (EUR)
28.06.2022 21:00:00;28.06.2022 22:00:00;176.95
28.06.2022 22:00:00;28.06.2022 23:00:00;152.15
28.06.2022 23:00:00;29.06.2022 00:00:00;148.23
29.06.2022 00:00:00;29.06.2022 01:00:00;28.63
29.06.2022 01:00:00;29.06.2022 02:00:00;27.38
29.06.2022 02:00:00;29.06.2022 03:00:00;27.79
29.06.2022 03:00:00;29.06.2022 04:00:00;27.88
29.06.2022 04:00:00;29.06.2022 05:00:00;28.04
29.06.2022 05:00:00;29.06.2022 06:00:00;28.98
29.06.2022 06:00:00;29.06.2022 07:00:00;136
29.06.2022 07:00:00;29.06.2022 08:00:00;174.01
29.06.2022 08:00:00;29.06.2022 09:00:00;350.85
29.06.2022 09:00:00;29.06.2022 10:00:00;386.95
29.06.2022 10:00:00;29.06.2022 11:00:00;365.41
29.06.2022 11:00:00;29.06.2022 12:00:00;329.64
29.06.2022 12:00:00;29.06.2022 13:00:00;320.93
29.06.2022 13:00:00;29.06.2022 14:00:00;303.91
29.06.2022 14:00:00;29.06.2022 15:00:00;291.4
29.06.2022 15:00:00;29.06.2022 16:00:00;294.55
29.06.2022 16:00:00;29.06.2022 17:00:00;300.85
29.06.2022 17:00:00;29.06.2022 18:00:00;308.91
29.06.2022 18:00:00;29.06.2022 19:00:00;341.07
29.06.2022 19:00:00;29.06.2022 20:00:00;368.86
29.06.2022 20:00:00;29.06.2022 21:00:00;390.9
29.06.2022 21:00:00;29.06.2022 22:00:00;390
29.06.2022 22:00:00;29.06.2022 23:00:00;341.44
29.06.2022 23:00:00;30.06.2022 00:00:00;194.46
30.06.2022 00:00:00;30.06.2022 01:00:00;148.01
30.06.2022 01:00:00;30.06.2022 02:00:00;151.38
30.06.2022 02:00:00;30.06.2022 03:00:00;78.96
30.06.2022 03:00:00;30.06.2022 04:00:00;37.41
30.06.2022 04:00:00;30.06.2022 05:00:00;33.38
30.06.2022 05:00:00;30.06.2022 06:00:00;36.55
30.06.2022 06:00:00;30.06.2022 07:00:00;150.95
30.06.2022 07:00:00;30.06.2022 08:00:00;250
30.06.2022 08:00:00;30.06.2022 09:00:00;369.89
30.06.2022 09:00:00;30.06.2022 10:00:00;379.63
30.06.2022 10:00:00;30.06.2022 11:00:00;341.75
30.06.2022 11:00:00;30.06.2022 12:00:00;299.02
30.06.2022 12:00:00;30.06.2022 13:00:00;274.02
30.06.2022 13:00:00;30.06.2022 14:00:00;276.32
30.06.2022 14:00:00;30.06.2022 15:00:00;268.97
30.06.2022 15:00:00;30.06.2022 16:00:00;278.07
30.06.2022 16:00:00;30.06.2022 17:00:00;285.79
30.06.2022 17:00:00;30.06.2022 18:00:00;324.09
30.06.2022 18:00:00;30.06.2022 19:00:00;372.44
30.06.2022 19:00:00;30.06.2022 20:00:00;409.41
30.06.2022 20:00:00;30.06.2022 21:00:00;479
30.06.2022 21:00:00;30.06.2022 22:00:00;450
30.06.2022 22:00:00;30.06.2022 23:00:00;394.21
30.06.2022 23:00:00;01.07.2022 00:00:00;235.72
01.07.2022 00:00:00;01.07.2022 01:00:00;158.45
01.07.2022 01:00:00;01.07.2022 02:00:00;134.6
01.07.2022 02:00:00;01.07.2022 03:00:00;48.67
01.07.2022 03:00:00;01.07.2022 04:00:00;28.02
01.07.2022 04:00:00;01.07.2022 05:00:00;27.24
01.07.2022 05:00:00;01.07.2022 06:00:00;27.76
01.07.2022 06:00:00;01.07.2022 07:00:00;160.01
01.07.2022 07:00:00;01.07.2022 08:00:00;179.95
01.07.2022 08:00:00;01.07.2022 09:00:00;274.96
01.07.2022 09:00:00;01.07.2022 10:00:00;385.19
01.07.2022 10:00:00;01.07.2022 11:00:00;378
01.07.2022 11:00:00;01.07.2022 12:00:00;337.8
01.07.2022 12:00:00;01.07.2022 13:00:00;339
01.07.2022 13:00:00;01.07.2022 14:00:00;302.35
01.07.2022 14:00:00;01.07.2022 15:00:00;270.9
01.07.2022 15:00:00;01.07.2022 16:00:00;262.1
01.07.2022 16:00:00;01.07.2022 17:00:00;238.72
01.07.2022 17:00:00;01.07.2022 18:00:00;220.69
01.07.2022 18:00:00;01.07.2022 19:00:00;242.5
01.07.2022 19:00:00;01.07.2022 20:00:00;230.66
01.07.2022 20:00:00;01.07.2022 21:00:00;200
01.07.2022 21:00:00;01.07.2022 22:00:00;178.39
01.07.2022 22:00:00;01.07.2022 23:00:00;170.04
01.07.2022 23:00:00;02.07.2022 00:00:00;158.79
02.07.2022 00:00:00;02.07.2022 01:00:00;57.76
02.07.2022 01:00:00;02.07.2022 02:00:00;19.49
02.07.2022 02:00:00;02.07.2022 03:00:00;15.06
02.07.2022 03:00:00;02.07.2022 04:00:00;6.97
02.07.2022 04:00:00;02.07.2022 05:00:00;4.91
02.07.2022 05:00:00;02.07.2022 06:00:00;3.28
02.07.2022 06:00:00;02.07.2022 07:00:00;4.7
02.07.2022 07:00:00;02.07.2022 08:00:00;3.85
02.07.2022 08:00:00;02.07.2022 09:00:00;15.37
02.07.2022 09:00:00;02.07.2022 10:00:00;100.87
02.07.2022 10:00:00;02.07.2022 11:00:00;120.77
02.07.2022 11:00:00;02.07.2022 12:00:00;124.5
02.07.2022 12:00:00;02.07.2022 13:00:00;100.89
02.07.2022 13:00:00;02.07.2022 14:00:00;65.35
02.07.2022 14:00:00;02.07.2022 15:00:00;100.81
02.07.2022 15:00:00;02.07.2022 16:00:00;62.77
02.07.2022 16:00:00;02.07.2022 17:00:00;99.26
02.07.2022 17:00:00;02.07.2022 18:00:00;103.12
02.07.2022 18:00:00;02.07.2022 19:00:00;52.04
02.07.2022 19:00:00;02.07.2022 20:00:00;107.37
02.07.2022 20:00:00;02.07.2022 21:00:00;106.39
02.07.2022 21:00:00;02.07.2022 22:00:00;39.98
02.07.2022 22:00:00;02.07.2022 23:00:00;79.12
02.07.2022 23:00:00;03.07.2022 00:00:00;8.46
03.07.2022 00:00:00;03.07.2022 01:00:00;2.59
03.07.2022 01:00:00;03.07.2022 02:00:00;1.43
03.07.2022 02:00:00;03.07.2022 03:00:00;1.1
03.07.2022 03:00:00;03.07.2022 04:00:00;1
03.07.2022 04:00:00;03.07.2022 05:00:00;0.97
03.07.2022 05:00:00;03.07.2022 06:00:00;0.98
03.07.2022 06:00:00;03.07.2022 07:00:00;1.25
03.07.2022 07:00:00;03.07.2022 08:00:00;1.41
03.07.2022 08:00:00;03.07.2022 09:00:00;4.98
03.07.2022 09:00:00;03.07.2022 10:00:00;40.11
03.07.2022 10:00:00;03.07.2022 11:00:00;44.75
03.07.2022 11:00:00;03.07.2022 12:00:00;43.4
03.07.2022 12:00:00;03.07.2022 13:00:00;46.49
03.07.2022 13:00:00;03.07.2022 14:00:00;20.44
03.07.2022 14:00:00;03.07.2022 15:00:00;5.2
03.07.2022 15:00:00;03.07.2022 16:00:00;42.3
03.07.2022 16:00:00;03.07.2022 17:00:00;79.95
03.07.2022 17:00:00;03.07.2022 18:00:00;107.54
03.07.2022 18:00:00;03.07.2022 19:00:00;127.49
03.07.2022 19:00:00;03.07.2022 20:00:00;143.5
03.07.2022 20:00:00;03.07.2022 21:00:00;145.74
03.07.2022 21:00:00;03.07.2022 22:00:00;111
03.07.2022 22:00:00;03.07.2022 23:00:00;137.08
03.07.2022 23:00:00;04.07.2022 00:00:00;102.64
04.07.2022 00:00:00;04.07.2022 01:00:00;49.92
04.07.2022 01:00:00;04.07.2022 02:00:00;3.53
04.07.2022 02:00:00;04.07.2022 03:00:00;1.89
04.07.2022 03:00:00;04.07.2022 04:00:00;2.58
04.07.2022 04:00:00;04.07.2022 05:00:00;4.86
04.07.2022 05:00:00;04.07.2022 06:00:00;36.44
04.07.2022 06:00:00;04.07.2022 07:00:00;173.34
04.07.2022 07:00:00;04.07.2022 08:00:00;208.81
04.07.2022 08:00:00;04.07.2022 09:00:00;290.94
04.07.2022 09:00:00;04.07.2022 10:00:00;385.17
04.07.2022 10:00:00;04.07.2022 11:00:00;366
04.07.2022 11:00:00;04.07.2022 12:00:00;331.62
04.07.2022 12:00:00;04.07.2022 13:00:00;452.19
04.07.2022 13:00:00;04.07.2022 14:00:00;484.08
04.07.2022 14:00:00;04.07.2022 15:00:00;311.35
04.07.2022 15:00:00;04.07.2022 16:00:00;282.47
04.07.2022 16:00:00;04.07.2022 17:00:00;244.27
04.07.2022 17:00:00;04.07.2022 18:00:00;229.99
04.07.2022 18:00:00;04.07.2022 19:00:00;220.59
04.07.2022 19:00:00;04.07.2022 20:00:00;235.14
04.07.2022 20:00:00;04.07.2022 21:00:00;223.31
04.07.2022 21:00:00;04.07.2022 22:00:00;172.98
04.07.2022 22:00:00;04.07.2022 23:00:00;211.31
04.07.2022 23:00:00;05.07.2022 00:00:00;199.77
05.07.2022 00:00:00;05.07.2022 01:00:00;135.74
05.07.2022 01:00:00;05.07.2022 02:00:00;149.99
05.07.2022 02:00:00;05.07.2022 03:00:00;113.12
05.07.2022 03:00:00;05.07.2022 04:00:00;78.33
05.07.2022 04:00:00;05.07.2022 05:00:00;51.9
05.07.2022 05:00:00;05.07.2022 06:00:00;99.76
05.07.2022 06:00:00;05.07.2022 07:00:00;169.19
05.07.2022 07:00:00;05.07.2022 08:00:00;173.68
05.07.2022 08:00:00;05.07.2022 09:00:00;171.7
05.07.2022 09:00:00;05.07.2022 10:00:00;179.16
05.07.2022 10:00:00;05.07.2022 11:00:00;161.54
05.07.2022 11:00:00;05.07.2022 12:00:00;164.01
05.07.2022 12:00:00;05.07.2022 13:00:00;163.46
05.07.2022 13:00:00;05.07.2022 14:00:00;150
05.07.2022 14:00:00;05.07.2022 15:00:00;130.05
05.07.2022 15:00:00;05.07.2022 16:00:00;92.01
05.07.2022 16:00:00;05.07.2022 17:00:00;99.81
05.07.2022 17:00:00;05.07.2022 18:00:00;101.63
05.07.2022 18:00:00;05.07.2022 19:00:00;88.09
05.07.2022 19:00:00;05.07.2022 20:00:00;159.04
05.07.2022 20:00:00;05.07.2022 21:00:00;164.06
05.07.2022 21:00:00;05.07.2022 22:00:00;150
05.07.2022 22:00:00;05.07.2022 23:00:00;126.02
05.07.2022 23:00:00;06.07.2022 00:00:00;4.2
06.07.2022 00:00:00;06.07.2022 01:00:00;1.01
06.07.2022 01:00:00;06.07.2022 02:00:00;1.28
06.07.2022 02:00:00;06.07.2022 03:00:00;0.94
06.07.2022 03:00:00;06.07.2022 04:00:00;0.89
06.07.2022 04:00:00;06.07.2022 05:00:00;1.01
06.07.2022 05:00:00;06.07.2022 06:00:00;1.44
06.07.2022 06:00:00;06.07.2022 07:00:00;67.88
06.07.2022 07:00:00;06.07.2022 08:00:00;167.84
06.07.2022 08:00:00;06.07.2022 09:00:00;175.05
06.07.2022 09:00:00;06.07.2022 10:00:00;171.09
06.07.2022 10:00:00;06.07.2022 11:00:00;171.1
06.07.2022 11:00:00;06.07.2022 12:00:00;172.98
06.07.2022 12:00:00;06.07.2022 13:00:00;199.99
06.07.2022 13:00:00;06.07.2022 14:00:00;210.87
06.07.2022 14:00:00;06.07.2022 15:00:00;187.12
06.07.2022 15:00:00;06.07.2022 16:00:00;198
06.07.2022 16:00:00;06.07.2022 17:00:00;199.99
06.07.2022 17:00:00;06.07.2022 18:00:00;220.9
06.07.2022 18:00:00;06.07.2022 19:00:00;199.99
06.07.2022 19:00:00;06.07.2022 20:00:00;197.67
06.07.2022 20:00:00;06.07.2022 21:00:00;196.99
06.07.2022 21:00:00;06.07.2022 22:00:00;173.35
06.07.2022 22:00:00;06.07.2022 23:00:00;170.97
06.07.2022 23:00:00;07.07.2022 00:00:00;177.35
07.07.2022 00:00:00;07.07.2022 01:00:00;150
07.07.2022 01:00:00;07.07.2022 02:00:00;149.99
07.07.2022 02:00:00;07.07.2022 03:00:00;99.48
07.07.2022 03:00:00;07.07.2022 04:00:00;4.17
07.07.2022 04:00:00;07.07.2022 05:00:00;53.29
07.07.2022 05:00:00;07.07.2022 06:00:00;105.81
07.07.2022 06:00:00;07.07.2022 07:00:00;190.06
07.07.2022 07:00:00;07.07.2022 08:00:00;209.74
07.07.2022 08:00:00;07.07.2022 09:00:00;231.7
07.07.2022 09:00:00;07.07.2022 10:00:00;300.06
07.07.2022 10:00:00;07.07.2022 11:00:00;295.2
07.07.2022 11:00:00;07.07.2022 12:00:00;249.99
07.07.2022 12:00:00;07.07.2022 13:00:00;220
07.07.2022 13:00:00;07.07.2022 14:00:00;201.99
07.07.2022 14:00:00;07.07.2022 15:00:00;190.48
07.07.2022 15:00:00;07.07.2022 16:00:00;197.26
07.07.2022 16:00:00;07.07.2022 17:00:00;218.07
07.07.2022 17:00:00;07.07.2022 18:00:00;236.6
07.07.2022 18:00:00;07.07.2022 19:00:00;262.28
07.07.2022 19:00:00;07.07.2022 20:00:00;262.54
07.07.2022 20:00:00;07.07.2022 21:00:00;192.5
07.07.2022 21:00:00;07.07.2022 22:00:00;166.61
07.07.2022 22:00:00;07.07.2022 23:00:00;165.57
07.07.2022 23:00:00;08.07.2022 00:00:00;161.04
08.07.2022 00:00:00;08.07.2022 01:00:00;140.01
08.07.2022 01:00:00;08.07.2022 02:00:00;0.48
08.07.2022 02:00:00;08.07.2022 03:00:00;0.4
08.07.2022 03:00:00;08.07.2022 04:00:00;0.44
08.07.2022 04:00:00;08.07.2022 05:00:00;0.76
08.07.2022 05:00:00;08.07.2022 06:00:00;1.15
08.07.2022 06:00:00;08.07.2022 07:00:00;149.99
08.07.2022 07:00:00;08.07.2022 08:00:00;180.03
08.07.2022 08:00:00;08.07.2022 09:00:00;166.97
08.07.2022 09:00:00;08.07.2022 10:00:00;169.76
08.07.2022 10:00:00;08.07.2022 11:00:00;169.8
08.07.2022 11:00:00;08.07.2022 12:00:00;170.07
08.07.2022 12:00:00;08.07.2022 13:00:00;169.59
08.07.2022 13:00:00;08.07.2022 14:00:00;169.2
08.07.2022 14:00:00;08.07.2022 15:00:00;163.58
08.07.2022 15:00:00;08.07.2022 16:00:00;158.15
08.07.2022 16:00:00;08.07.2022 17:00:00;151.22
08.07.2022 17:00:00;08.07.2022 18:00:00;166.11
08.07.2022 18:00:00;08.07.2022 19:00:00;168.89
08.07.2022 19:00:00;08.07.2022 20:00:00;200
08.07.2022 20:00:00;08.07.2022 21:00:00;223.08
08.07.2022 21:00:00;08.07.2022 22:00:00;189.24
08.07.2022 22:00:00;08.07.2022 23:00:00;197.27
08.07.2022 23:00:00;09.07.2022 00:00:00;187.91
09.07.2022 00:00:00;09.07.2022 01:00:00;144.28
09.07.2022 01:00:00;09.07.2022 02:00:00;133.14
09.07.2022 02:00:00;09.07.2022 03:00:00;119.24
09.07.2022 03:00:00;09.07.2022 04:00:00;113.58
09.07.2022 04:00:00;09.07.2022 05:00:00;109.09
09.07.2022 05:00:00;09.07.2022 06:00:00;128.02
09.07.2022 06:00:00;09.07.2022 07:00:00;140.9
09.07.2022 07:00:00;09.07.2022 08:00:00;174.46
09.07.2022 08:00:00;09.07.2022 09:00:00;194.45
09.07.2022 09:00:00;09.07.2022 10:00:00;189.69
09.07.2022 10:00:00;09.07.2022 11:00:00;148.5
09.07.2022 11:00:00;09.07.2022 12:00:00;149.99
09.07.2022 12:00:00;09.07.2022 13:00:00;144.75
09.07.2022 13:00:00;09.07.2022 14:00:00;145.31
09.07.2022 14:00:00;09.07.2022 15:00:00;146.58
09.07.2022 15:00:00;09.07.2022 16:00:00;150
09.07.2022 16:00:00;09.07.2022 17:00:00;181.51
09.07.2022 17:00:00;09.07.2022 18:00:00;182.06
09.07.2022 18:00:00;09.07.2022 19:00:00;163.32
09.07.2022 19:00:00;09.07.2022 20:00:00;160.78
09.07.2022 20:00:00;09.07.2022 21:00:00;168.15
09.07.2022 21:00:00;09.07.2022 22:00:00;156.23
09.07.2022 22:00:00;09.07.2022 23:00:00;178.38
09.07.2022 23:00:00;10.07.2022 00:00:00;174.57
10.07.2022 00:00:00;10.07.2022 01:00:00;127.49
10.07.2022 01:00:00;10.07.2022 02:00:00;84.73
10.07.2022 02:00:00;10.07.2022 03:00:00;70.64
10.07.2022 03:00:00;10.07.2022 04:00:00;94.43
10.07.2022 04:00:00;10.07.2022 05:00:00;3.49
10.07.2022 05:00:00;10.07.2022 06:00:00;39.14
10.07.2022 06:00:00;10.07.2022 07:00:00;36.46
10.07.2022 07:00:00;10.07.2022 08:00:00;40.93
10.07.2022 08:00:00;10.07.2022 09:00:00;93.86
10.07.2022 09:00:00;10.07.2022 10:00:00;133.25
10.07.2022 10:00:00;10.07.2022 11:00:00;133.04
10.07.2022 11:00:00;10.07.2022 12:00:00;141.42
10.07.2022 12:00:00;10.07.2022 13:00:00;145.52
10.07.2022 13:00:00;10.07.2022 14:00:00;145.55
10.07.2022 14:00:00;10.07.2022 15:00:00;139.48
10.07.2022 15:00:00;10.07.2022 16:00:00;153.15
10.07.2022 16:00:00;10.07.2022 17:00:00;178.81
10.07.2022 17:00:00;10.07.2022 18:00:00;259.97
10.07.2022 18:00:00;10.07.2022 19:00:00;291.41
10.07.2022 19:00:00;10.07.2022 20:00:00;234.29
10.07.2022 20:00:00;10.07.2022 21:00:00;291.49
10.07.2022 21:00:00;10.07.2022 22:00:00;321.12
10.07.2022 22:00:00;10.07.2022 23:00:00;342.39
10.07.2022 23:00:00;11.07.2022 00:00:00;296.48
11.07.2022 00:00:00;11.07.2022 01:00:00;288.69
11.07.2022 01:00:00;11.07.2022 02:00:00;307.96
11.07.2022 02:00:00;11.07.2022 03:00:00;278.09
11.07.2022 03:00:00;11.07.2022 04:00:00;246.12
11.07.2022 04:00:00;11.07.2022 05:00:00;234.08
11.07.2022 05:00:00;11.07.2022 06:00:00;253.31
11.07.2022 06:00:00;11.07.2022 07:00:00;298
11.07.2022 07:00:00;11.07.2022 08:00:00;395.95
11.07.2022 08:00:00;11.07.2022 09:00:00;447.88
11.07.2022 09:00:00;11.07.2022 10:00:00;550
11.07.2022 10:00:00;11.07.2022 11:00:00;493.17
11.07.2022 11:00:00;11.07.2022 12:00:00;549.9
11.07.2022 12:00:00;11.07.2022 13:00:00;427.18
11.07.2022 13:00:00;11.07.2022 14:00:00;382.06
11.07.2022 14:00:00;11.07.2022 15:00:00;494.45
11.07.2022 15:00:00;11.07.2022 16:00:00;497.98
11.07.2022 16:00:00;11.07.2022 17:00:00;549.91
11.07.2022 17:00:00;11.07.2022 18:00:00;549.99
11.07.2022 18:00:00;11.07.2022 19:00:00;378.79
11.07.2022 19:00:00;11.07.2022 20:00:00;401.64
11.07.2022 20:00:00;11.07.2022 21:00:00;458.03
11.07.2022 21:00:00;11.07.2022 22:00:00;469.9
11.07.2022 22:00:00;11.07.2022 23:00:00;452.12
11.07.2022 23:00:00;12.07.2022 00:00:00;450.05
12.07.2022 00:00:00;12.07.2022 01:00:00;409.09
12.07.2022 01:00:00;12.07.2022 02:00:00;180.02
12.07.2022 02:00:00;12.07.2022 03:00:00;180.04
12.07.2022 03:00:00;12.07.2022 04:00:00;160.07
12.07.2022 04:00:00;12.07.2022 05:00:00;153.14
12.07.2022 05:00:00;12.07.2022 06:00:00;156.43
12.07.2022 06:00:00;12.07.2022 07:00:00;292.87
12.07.2022 07:00:00;12.07.2022 08:00:00;419.64
12.07.2022 08:00:00;12.07.2022 09:00:00;453.66
12.07.2022 09:00:00;12.07.2022 10:00:00;448.9
12.07.2022 10:00:00;12.07.2022 11:00:00;388.36
12.07.2022 11:00:00;12.07.2022 12:00:00;445.52
12.07.2022 12:00:00;12.07.2022 13:00:00;445.56
12.07.2022 13:00:00;12.07.2022 14:00:00;388.79
12.07.2022 14:00:00;12.07.2022 15:00:00;363.72
12.07.2022 15:00:00;12.07.2022 16:00:00;329.96
12.07.2022 16:00:00;12.07.2022 17:00:00;310.15
12.07.2022 17:00:00;12.07.2022 18:00:00;316.59
12.07.2022 18:00:00;12.07.2022 19:00:00;379.82
12.07.2022 19:00:00;12.07.2022 20:00:00;422.8
12.07.2022 20:00:00;12.07.2022 21:00:00;479.82
12.07.2022 21:00:00;12.07.2022 22:00:00;442.76
12.07.2022 22:00:00;12.07.2022 23:00:00;412.85
12.07.2022 23:00:00;13.07.2022 00:00:00;464.22
13.07.2022 00:00:00;13.07.2022 01:00:00;260.76
13.07.2022 01:00:00;13.07.2022 02:00:00;228.23
13.07.2022 02:00:00;13.07.2022 03:00:00;212.3
13.07.2022 03:00:00;13.07.2022 04:00:00;205.96
13.07.2022 04:00:00;13.07.2022 05:00:00;210.63
13.07.2022 05:00:00;13.07.2022 06:00:00;255.33
13.07.2022 06:00:00;13.07.2022 07:00:00;332.22
13.07.2022 07:00:00;13.07.2022 08:00:00;411.97
13.07.2022 08:00:00;13.07.2022 09:00:00;456.16
13.07.2022 09:00:00;13.07.2022 10:00:00;438.55
13.07.2022 10:00:00;13.07.2022 11:00:00;399.16
13.07.2022 11:00:00;13.07.2022 12:00:00;419.15
13.07.2022 12:00:00;13.07.2022 13:00:00;484.66
13.07.2022 13:00:00;13.07.2022 14:00:00;549.9
13.07.2022 14:00:00;13.07.2022 15:00:00;409.63
13.07.2022 15:00:00;13.07.2022 16:00:00;425.89
13.07.2022 16:00:00;13.07.2022 17:00:00;449.99
13.07.2022 17:00:00;13.07.2022 18:00:00;378.73
13.07.2022 18:00:00;13.07.2022 19:00:00;374.04
13.07.2022 19:00:00;13.07.2022 20:00:00;374.03
13.07.2022 20:00:00;13.07.2022 21:00:00;416.61
13.07.2022 21:00:00;13.07.2022 22:00:00;440.8
13.07.2022 22:00:00;13.07.2022 23:00:00;439.83
13.07.2022 23:00:00;14.07.2022 00:00:00;380.23
14.07.2022 00:00:00;14.07.2022 01:00:00;226.77
14.07.2022 01:00:00;14.07.2022 02:00:00;262.54
14.07.2022 02:00:00;14.07.2022 03:00:00;199.99
14.07.2022 03:00:00;14.07.2022 04:00:00;163.32
14.07.2022 04:00:00;14.07.2022 05:00:00;150
14.07.2022 05:00:00;14.07.2022 06:00:00;191.14
14.07.2022 06:00:00;14.07.2022 07:00:00;330.14
14.07.2022 07:00:00;14.07.2022 08:00:00;396.61
14.07.2022 08:00:00;14.07.2022 09:00:00;433.31
14.07.2022 09:00:00;14.07.2022 10:00:00;434.07
14.07.2022 10:00:00;14.07.2022 11:00:00;419.96
14.07.2022 11:00:00;14.07.2022 12:00:00;379.9
14.07.2022 12:00:00;14.07.2022 13:00:00;363.19
14.07.2022 13:00:00;14.07.2022 14:00:00;343.52
14.07.2022 14:00:00;14.07.2022 15:00:00;334.33
14.07.2022 15:00:00;14.07.2022 16:00:00;343.58
14.07.2022 16:00:00;14.07.2022 17:00:00;330.01
14.07.2022 17:00:00;14.07.2022 18:00:00;326.32
14.07.2022 18:00:00;14.07.2022 19:00:00;331.18
14.07.2022 19:00:00;14.07.2022 20:00:00;343.53
14.07.2022 20:00:00;14.07.2022 21:00:00;416.84
14.07.2022 21:00:00;14.07.2022 22:00:00;398.42
14.07.2022 22:00:00;14.07.2022 23:00:00;398.9
14.07.2022 23:00:00;15.07.2022 00:00:00;336.12
15.07.2022 00:00:00;15.07.2022 01:00:00;234.87
15.07.2022 01:00:00;15.07.2022 02:00:00;160.08
15.07.2022 02:00:00;15.07.2022 03:00:00;149.98
15.07.2022 03:00:00;15.07.2022 04:00:00;132.8
15.07.2022 04:00:00;15.07.2022 05:00:00;149.98
15.07.2022 05:00:00;15.07.2022 06:00:00;176.69
15.07.2022 06:00:00;15.07.2022 07:00:00;288.46
15.07.2022 07:00:00;15.07.2022 08:00:00;404.9
15.07.2022 08:00:00;15.07.2022 09:00:00;317.51
15.07.2022 09:00:00;15.07.2022 10:00:00;374.71
15.07.2022 10:00:00;15.07.2022 11:00:00;298.86
15.07.2022 11:00:00;15.07.2022 12:00:00;262.45
15.07.2022 12:00:00;15.07.2022 13:00:00;250.05
15.07.2022 13:00:00;15.07.2022 14:00:00;301.61
15.07.2022 14:00:00;15.07.2022 15:00:00;235.02
15.07.2022 15:00:00;15.07.2022 16:00:00;298.22
15.07.2022 16:00:00;15.07.2022 17:00:00;308.62
15.07.2022 17:00:00;15.07.2022 18:00:00;249.2
15.07.2022 18:00:00;15.07.2022 19:00:00;315.47
15.07.2022 19:00:00;15.07.2022 20:00:00;374.58
15.07.2022 20:00:00;15.07.2022 21:00:00;378.47
15.07.2022 21:00:00;15.07.2022 22:00:00;387.44
15.07.2022 22:00:00;15.07.2022 23:00:00;388.23
15.07.2022 23:00:00;16.07.2022 00:00:00;320.78
16.07.2022 00:00:00;16.07.2022 01:00:00;299.98
16.07.2022 01:00:00;16.07.2022 02:00:00;240.02
16.07.2022 02:00:00;16.07.2022 03:00:00;215.06
16.07.2022 03:00:00;16.07.2022 04:00:00;187.77
16.07.2022 04:00:00;16.07.2022 05:00:00;181.62
16.07.2022 05:00:00;16.07.2022 06:00:00;165.03
16.07.2022 06:00:00;16.07.2022 07:00:00;157.95
16.07.2022 07:00:00;16.07.2022 08:00:00;144.32
16.07.2022 08:00:00;16.07.2022 09:00:00;209.05
16.07.2022 09:00:00;16.07.2022 10:00:00;202.48
16.07.2022 10:00:00;16.07.2022 11:00:00;229.99
16.07.2022 11:00:00;16.07.2022 12:00:00;274.74
16.07.2022 12:00:00;16.07.2022 13:00:00;252.9
16.07.2022 13:00:00;16.07.2022 14:00:00;248.88
16.07.2022 14:00:00;16.07.2022 15:00:00;200.09
16.07.2022 15:00:00;16.07.2022 16:00:00;230.06
16.07.2022 16:00:00;16.07.2022 17:00:00;200
16.07.2022 17:00:00;16.07.2022 18:00:00;192
16.07.2022 18:00:00;16.07.2022 19:00:00;190.79
16.07.2022 19:00:00;16.07.2022 20:00:00;183.03
16.07.2022 20:00:00;16.07.2022 21:00:00;199.99
16.07.2022 21:00:00;16.07.2022 22:00:00;242.27
16.07.2022 22:00:00;16.07.2022 23:00:00;293.38
16.07.2022 23:00:00;17.07.2022 00:00:00;244.08
17.07.2022 00:00:00;17.07.2022 01:00:00;201.91
17.07.2022 01:00:00;17.07.2022 02:00:00;160.84
17.07.2022 02:00:00;17.07.2022 03:00:00;129.23
17.07.2022 03:00:00;17.07.2022 04:00:00;114.09
17.07.2022 04:00:00;17.07.2022 05:00:00;118.13
17.07.2022 05:00:00;17.07.2022 06:00:00;111.85
17.07.2022 06:00:00;17.07.2022 07:00:00;112.49
17.07.2022 07:00:00;17.07.2022 08:00:00;147.25
17.07.2022 08:00:00;17.07.2022 09:00:00;160.87
17.07.2022 09:00:00;17.07.2022 10:00:00;165.17
17.07.2022 10:00:00;17.07.2022 11:00:00;148.04
17.07.2022 11:00:00;17.07.2022 12:00:00;144.37
17.07.2022 12:00:00;17.07.2022 13:00:00;96.05
17.07.2022 13:00:00;17.07.2022 14:00:00;129.31
17.07.2022 14:00:00;17.07.2022 15:00:00;116.78
17.07.2022 15:00:00;17.07.2022 16:00:00;117.65
17.07.2022 16:00:00;17.07.2022 17:00:00;121.02
17.07.2022 17:00:00;17.07.2022 18:00:00;123.13
17.07.2022 18:00:00;17.07.2022 19:00:00;157.2
17.07.2022 19:00:00;17.07.2022 20:00:00;173.84
17.07.2022 20:00:00;17.07.2022 21:00:00;175.16
17.07.2022 21:00:00;17.07.2022 22:00:00;169.66
17.07.2022 22:00:00;17.07.2022 23:00:00;178.21
17.07.2022 23:00:00;18.07.2022 00:00:00;174.86
18.07.2022 00:00:00;18.07.2022 01:00:00;160.83
18.07.2022 01:00:00;18.07.2022 02:00:00;141.42
18.07.2022 02:00:00;18.07.2022 03:00:00;123.11
18.07.2022 03:00:00;18.07.2022 04:00:00;98.77
18.07.2022 04:00:00;18.07.2022 05:00:00;94.58
18.07.2022 05:00:00;18.07.2022 06:00:00;100.41
18.07.2022 06:00:00;18.07.2022 07:00:00;211.82
18.07.2022 07:00:00;18.07.2022 08:00:00;269.17
