Delivery Start (EET);Delivery End (EET);FI Price (EUR)
15.04.2023 03:00:00;15.04.2023 04:00:00;28.59
15.04.2023 04:00:00;15.04.2023 05:00:00;29.92
15.04.2023 05:00:00;15.04.2023 06:00:00;32.32
15.04.2023 06:00:00;15.04.2023 07:00:00;38.01
15.04.2023 07:00:00;15.04.2023 08:00:00;39.11
15.04.2023 08:00:00;15.04.2023 09:00:00;41.17
15.04.2023 09:00:00;15.04.2023 10:00:00;50.05
15.04.2023 10:00:00;15.04.2023 11:00:00;50.02
15.04.2023 11:00:00;15.04.2023 12:00:00;43.93
15.04.2023 12:00:00;15.04.2023 13:00:00;41.4
15.04.2023 13:00:00;15.04.2023 14:00:00;40.55
15.04.2023 14:00:00;15.04.2023 15:00:00;40.01
15.04.2023 15:00:00;15.04.2023 16:00:00;40.07
15.04.2023 16:00:00;15.04.2023 17:00:00;40.68
15.04.2023 17:00:00;15.04.2023 18:00:00;41.18
15.04.2023 18:00:00;15.04.2023 19:00:00;45.79
15.04.2023 19:00:00;15.04.2023 20:00:00;51.78
15.04.2023 20:00:00;15.04.2023 21:00:00;54.53
15.04.2023 21:00:00;15.04.2023 22:00:00;52.31
15.04.2023 22:00:00;15.04.2023 23:00:00;50.01
15.04.2023 23:00:00;16.04.2023 00:00:00;46.89
16.04.2023 00:00:00;16.04.2023 01:00:00;43.66
16.04.2023 01:00:00;16.04.2023 02:00:00;55.21
16.04.2023 02:00:00;16.04.2023 03:00:00;55.5
16.04.2023 03:00:00;16.04.2023 04:00:00;59.03
16.04.2023 04:00:00;16.04.2023 05:00:00;62.52
16.04.2023 05:00:00;16.04.2023 06:00:00;65.43
16.04.2023 06:00:00;16.04.2023 07:00:00;65.89
16.04.2023 07:00:00;16.04.2023 08:00:00;66.64
16.04.2023 08:00:00;16.04.2023 09:00:00;67.43
16.04.2023 09:00:00;16.04.2023 10:00:00;70
16.04.2023 10:00:00;16.04.2023 11:00:00;70.8
16.04.2023 11:00:00;16.04.2023 12:00:00;70.36
16.04.2023 12:00:00;16.04.2023 13:00:00;68.71
16.04.2023 13:00:00;16.04.2023 14:00:00;65.51
16.04.2023 14:00:00;16.04.2023 15:00:00;63.01
16.04.2023 15:00:00;16.04.2023 16:00:00;61.41
16.04.2023 16:00:00;16.04.2023 17:00:00;62.71
16.04.2023 17:00:00;16.04.2023 18:00:00;68.38
16.04.2023 18:00:00;16.04.2023 19:00:00;76.74
16.04.2023 19:00:00;16.04.2023 20:00:00;87.51
16.04.2023 20:00:00;16.04.2023 21:00:00;103.69
16.04.2023 21:00:00;16.04.2023 22:00:00;104.89
16.04.2023 22:00:00;16.04.2023 23:00:00;105.11
16.04.2023 23:00:00;17.04.2023 00:00:00;92.49
17.04.2023 00:00:00;17.04.2023 01:00:00;67.14
17.04.2023 01:00:00;17.04.2023 02:00:00;73.09
17.04.2023 02:00:00;17.04.2023 03:00:00;72.08
17.04.2023 03:00:00;17.04.2023 04:00:00;69.99
17.04.2023 04:00:00;17.04.2023 05:00:00;69
17.04.2023 05:00:00;17.04.2023 06:00:00;75.01
17.04.2023 06:00:00;17.04.2023 07:00:00;105.35
17.04.2023 07:00:00;17.04.2023 08:00:00;137.44
17.04.2023 08:00:00;17.04.2023 09:00:00;172.58
17.04.2023 09:00:00;17.04.2023 10:00:00;172.98
17.04.2023 10:00:00;17.04.2023 11:00:00;138.76
17.04.2023 11:00:00;17.04.2023 12:00:00;128.66
17.04.2023 12:00:00;17.04.2023 13:00:00;105.98
17.04.2023 13:00:00;17.04.2023 14:00:00;102.92
17.04.2023 14:00:00;17.04.2023 15:00:00;99.8
17.04.2023 15:00:00;17.04.2023 16:00:00;94.82
17.04.2023 16:00:00;17.04.2023 17:00:00;92.75
17.04.2023 17:00:00;17.04.2023 18:00:00;94.11
17.04.2023 18:00:00;17.04.2023 19:00:00;98.56
17.04.2023 19:00:00;17.04.2023 20:00:00;102.8
17.04.2023 20:00:00;17.04.2023 21:00:00;102.9
17.04.2023 21:00:00;17.04.2023 22:00:00;97.58
17.04.2023 22:00:00;17.04.2023 23:00:00;82.07
17.04.2023 23:00:00;18.04.2023 00:00:00;70
18.04.2023 00:00:00;18.04.2023 01:00:00;58.59
18.04.2023 01:00:00;18.04.2023 02:00:00;63.03
18.04.2023 02:00:00;18.04.2023 03:00:00;63.57
18.04.2023 03:00:00;18.04.2023 04:00:00;65.13
18.04.2023 04:00:00;18.04.2023 05:00:00;69.94
18.04.2023 05:00:00;18.04.2023 06:00:00;76.94
18.04.2023 06:00:00;18.04.2023 07:00:00;85.04
18.04.2023 07:00:00;18.04.2023 08:00:00;105.06
18.04.2023 08:00:00;18.04.2023 09:00:00;135.78
18.04.2023 09:00:00;18.04.2023 10:00:00;150.08
18.04.2023 10:00:00;18.04.2023 11:00:00;120.68
18.04.2023 11:00:00;18.04.2023 12:00:00;102.92
18.04.2023 12:00:00;18.04.2023 13:00:00;90.51
18.04.2023 13:00:00;18.04.2023 14:00:00;84.04
18.04.2023 14:00:00;18.04.2023 15:00:00;76.47
18.04.2023 15:00:00;18.04.2023 16:00:00;69.92
18.04.2023 16:00:00;18.04.2023 17:00:00;66.47
18.04.2023 17:00:00;18.04.2023 18:00:00;68.27
18.04.2023 18:00:00;18.04.2023 19:00:00;79.16
18.04.2023 19:00:00;18.04.2023 20:00:00;84.91
18.04.2023 20:00:00;18.04.2023 21:00:00;84.25
18.04.2023 21:00:00;18.04.2023 22:00:00;91.85
18.04.2023 22:00:00;18.04.2023 23:00:00;84.65
18.04.2023 23:00:00;19.04.2023 00:00:00;69.67
19.04.2023 00:00:00;19.04.2023 01:00:00;56.62
19.04.2023 01:00:00;19.04.2023 02:00:00;60.62
19.04.2023 02:00:00;19.04.2023 03:00:00;60.05
19.04.2023 03:00:00;19.04.2023 04:00:00;58.95
19.04.2023 04:00:00;19.04.2023 05:00:00;57.58
19.04.2023 05:00:00;19.04.2023 06:00:00;58.58
19.04.2023 06:00:00;19.04.2023 07:00:00;61
19.04.2023 07:00:00;19.04.2023 08:00:00;79.34
19.04.2023 08:00:00;19.04.2023 09:00:00;100.31
19.04.2023 09:00:00;19.04.2023 10:00:00;81.9
19.04.2023 10:00:00;19.04.2023 11:00:00;74.89
19.04.2023 11:00:00;19.04.2023 12:00:00;65.69
19.04.2023 12:00:00;19.04.2023 13:00:00;56.91
19.04.2023 13:00:00;19.04.2023 14:00:00;35.36
19.04.2023 14:00:00;19.04.2023 15:00:00;34
19.04.2023 15:00:00;19.04.2023 16:00:00;33.94
19.04.2023 16:00:00;19.04.2023 17:00:00;33.13
19.04.2023 17:00:00;19.04.2023 18:00:00;37.99
19.04.2023 18:00:00;19.04.2023 19:00:00;56.23
19.04.2023 19:00:00;19.04.2023 20:00:00;61
19.04.2023 20:00:00;19.04.2023 21:00:00;61
19.04.2023 21:00:00;19.04.2023 22:00:00;59.94
19.04.2023 22:00:00;19.04.2023 23:00:00;50.93
19.04.2023 23:00:00;20.04.2023 00:00:00;41.69
20.04.2023 00:00:00;20.04.2023 01:00:00;35.78
20.04.2023 01:00:00;20.04.2023 02:00:00;39.48
20.04.2023 02:00:00;20.04.2023 03:00:00;36.94
20.04.2023 03:00:00;20.04.2023 04:00:00;36.17
20.04.2023 04:00:00;20.04.2023 05:00:00;36.5
20.04.2023 05:00:00;20.04.2023 06:00:00;39.91
20.04.2023 06:00:00;20.04.2023 07:00:00;50.01
20.04.2023 07:00:00;20.04.2023 08:00:00;56.86
20.04.2023 08:00:00;20.04.2023 09:00:00;68.04
20.04.2023 09:00:00;20.04.2023 10:00:00;77.85
20.04.2023 10:00:00;20.04.2023 11:00:00;74.1
20.04.2023 11:00:00;20.04.2023 12:00:00;96.49
20.04.2023 12:00:00;20.04.2023 13:00:00;79.53
20.04.2023 13:00:00;20.04.2023 14:00:00;94.14
20.04.2023 14:00:00;20.04.2023 15:00:00;70.01
20.04.2023 15:00:00;20.04.2023 16:00:00;64.03
20.04.2023 16:00:00;20.04.2023 17:00:00;59.94
20.04.2023 17:00:00;20.04.2023 18:00:00;58.82
20.04.2023 18:00:00;20.04.2023 19:00:00;58.94
20.04.2023 19:00:00;20.04.2023 20:00:00;67.77
20.04.2023 20:00:00;20.04.2023 21:00:00;59.9
20.04.2023 21:00:00;20.04.2023 22:00:00;56.23
20.04.2023 22:00:00;20.04.2023 23:00:00;52.2
20.04.2023 23:00:00;21.04.2023 00:00:00;40.72
21.04.2023 00:00:00;21.04.2023 01:00:00;32.6
21.04.2023 01:00:00;21.04.2023 02:00:00;35.03
21.04.2023 02:00:00;21.04.2023 03:00:00;38.97
21.04.2023 03:00:00;21.04.2023 04:00:00;41.04
21.04.2023 04:00:00;21.04.2023 05:00:00;44.34
21.04.2023 05:00:00;21.04.2023 06:00:00;50.69
21.04.2023 06:00:00;21.04.2023 07:00:00;54.6
21.04.2023 07:00:00;21.04.2023 08:00:00;87.49
21.04.2023 08:00:00;21.04.2023 09:00:00;112.82
21.04.2023 09:00:00;21.04.2023 10:00:00;117.98
21.04.2023 10:00:00;21.04.2023 11:00:00;103.7
21.04.2023 11:00:00;21.04.2023 12:00:00;87.84
21.04.2023 12:00:00;21.04.2023 13:00:00;69.67
21.04.2023 13:00:00;21.04.2023 14:00:00;41.65
21.04.2023 14:00:00;21.04.2023 15:00:00;33.53
21.04.2023 15:00:00;21.04.2023 16:00:00;33.98
21.04.2023 16:00:00;21.04.2023 17:00:00;37.32
21.04.2023 17:00:00;21.04.2023 18:00:00;53.85
21.04.2023 18:00:00;21.04.2023 19:00:00;67.01
21.04.2023 19:00:00;21.04.2023 20:00:00;61.49
21.04.2023 20:00:00;21.04.2023 21:00:00;59.76
21.04.2023 21:00:00;21.04.2023 22:00:00;55.98
21.04.2023 22:00:00;21.04.2023 23:00:00;51.09
21.04.2023 23:00:00;22.04.2023 00:00:00;42.1
22.04.2023 00:00:00;22.04.2023 01:00:00;35.98
22.04.2023 01:00:00;22.04.2023 02:00:00;26.7
22.04.2023 02:00:00;22.04.2023 03:00:00;26.46
22.04.2023 03:00:00;22.04.2023 04:00:00;26.32
22.04.2023 04:00:00;22.04.2023 05:00:00;27.44
22.04.2023 05:00:00;22.04.2023 06:00:00;31.26
22.04.2023 06:00:00;22.04.2023 07:00:00;35.15
22.04.2023 07:00:00;22.04.2023 08:00:00;39.98
22.04.2023 08:00:00;22.04.2023 09:00:00;43.9
22.04.2023 09:00:00;22.04.2023 10:00:00;50.43
22.04.2023 10:00:00;22.04.2023 11:00:00;44.54
22.04.2023 11:00:00;22.04.2023 12:00:00;42.58
22.04.2023 12:00:00;22.04.2023 13:00:00;37.52
22.04.2023 13:00:00;22.04.2023 14:00:00;26.2
22.04.2023 14:00:00;22.04.2023 15:00:00;10.02
22.04.2023 15:00:00;22.04.2023 16:00:00;5.62
22.04.2023 16:00:00;22.04.2023 17:00:00;29.23
22.04.2023 17:00:00;22.04.2023 18:00:00;38.33
22.04.2023 18:00:00;22.04.2023 19:00:00;43.48
22.04.2023 19:00:00;22.04.2023 20:00:00;44.74
22.04.2023 20:00:00;22.04.2023 21:00:00;43.68
22.04.2023 21:00:00;22.04.2023 22:00:00;50.84
22.04.2023 22:00:00;22.04.2023 23:00:00;46.84
22.04.2023 23:00:00;23.04.2023 00:00:00;43.15
23.04.2023 00:00:00;23.04.2023 01:00:00;37.72
23.04.2023 01:00:00;23.04.2023 02:00:00;37.15
23.04.2023 02:00:00;23.04.2023 03:00:00;36.39
23.04.2023 03:00:00;23.04.2023 04:00:00;37.51
23.04.2023 04:00:00;23.04.2023 05:00:00;38.05
23.04.2023 05:00:00;23.04.2023 06:00:00;39.42
23.04.2023 06:00:00;23.04.2023 07:00:00;39.75
23.04.2023 07:00:00;23.04.2023 08:00:00;40.54
23.04.2023 08:00:00;23.04.2023 09:00:00;40.54
23.04.2023 09:00:00;23.04.2023 10:00:00;40.47
23.04.2023 10:00:00;23.04.2023 11:00:00;41.55
23.04.2023 11:00:00;23.04.2023 12:00:00;41.21
23.04.2023 12:00:00;23.04.2023 13:00:00;41.57
23.04.2023 13:00:00;23.04.2023 14:00:00;35.99
23.04.2023 14:00:00;23.04.2023 15:00:00;10.27
23.04.2023 15:00:00;23.04.2023 16:00:00;5
23.04.2023 16:00:00;23.04.2023 17:00:00;34.59
23.04.2023 17:00:00;23.04.2023 18:00:00;40.85
23.04.2023 18:00:00;23.04.2023 19:00:00;41.03
23.04.2023 19:00:00;23.04.2023 20:00:00;40.87
23.04.2023 20:00:00;23.04.2023 21:00:00;41.93
23.04.2023 21:00:00;23.04.2023 22:00:00;41.45
23.04.2023 22:00:00;23.04.2023 23:00:00;40.9
23.04.2023 23:00:00;24.04.2023 00:00:00;38.99
24.04.2023 00:00:00;24.04.2023 01:00:00;35.01
24.04.2023 01:00:00;24.04.2023 02:00:00;38.79
24.04.2023 02:00:00;24.04.2023 03:00:00;36.97
24.04.2023 03:00:00;24.04.2023 04:00:00;36.62
24.04.2023 04:00:00;24.04.2023 05:00:00;37.29
24.04.2023 05:00:00;24.04.2023 06:00:00;40.44
24.04.2023 06:00:00;24.04.2023 07:00:00;49.93
24.04.2023 07:00:00;24.04.2023 08:00:00;60.09
24.04.2023 08:00:00;24.04.2023 09:00:00;70.13
24.04.2023 09:00:00;24.04.2023 10:00:00;77.86
24.04.2023 10:00:00;24.04.2023 11:00:00;78.6
24.04.2023 11:00:00;24.04.2023 12:00:00;79.35
24.04.2023 12:00:00;24.04.2023 13:00:00;83.41
24.04.2023 13:00:00;24.04.2023 14:00:00;80.24
24.04.2023 14:00:00;24.04.2023 15:00:00;79.13
24.04.2023 15:00:00;24.04.2023 16:00:00;78.42
24.04.2023 16:00:00;24.04.2023 17:00:00;77.4
24.04.2023 17:00:00;24.04.2023 18:00:00;80.68
24.04.2023 18:00:00;24.04.2023 19:00:00;87.5
24.04.2023 19:00:00;24.04.2023 20:00:00;89.37
24.04.2023 20:00:00;24.04.2023 21:00:00;84.39
24.04.2023 21:00:00;24.04.2023 22:00:00;76.26
24.04.2023 22:00:00;24.04.2023 23:00:00;69.93
24.04.2023 23:00:00;25.04.2023 00:00:00;60.84
25.04.2023 00:00:00;25.04.2023 01:00:00;45.89
25.04.2023 01:00:00;25.04.2023 02:00:00;58.56
25.04.2023 02:00:00;25.04.2023 03:00:00;50.27
25.04.2023 03:00:00;25.04.2023 04:00:00;44.43
25.04.2023 04:00:00;25.04.2023 05:00:00;42.34
25.04.2023 05:00:00;25.04.2023 06:00:00;42.94
25.04.2023 06:00:00;25.04.2023 07:00:00;44.16
25.04.2023 07:00:00;25.04.2023 08:00:00;58.5
25.04.2023 08:00:00;25.04.2023 09:00:00;71.73
25.04.2023 09:00:00;25.04.2023 10:00:00;72.81
25.04.2023 10:00:00;25.04.2023 11:00:00;57.34
25.04.2023 11:00:00;25.04.2023 12:00:00;44.63
25.04.2023 12:00:00;25.04.2023 13:00:00;35.51
25.04.2023 13:00:00;25.04.2023 14:00:00;34.9
25.04.2023 14:00:00;25.04.2023 15:00:00;24.9
25.04.2023 15:00:00;25.04.2023 16:00:00;13.88
25.04.2023 16:00:00;25.04.2023 17:00:00;14.24
25.04.2023 17:00:00;25.04.2023 18:00:00;20.74
25.04.2023 18:00:00;25.04.2023 19:00:00;32.54
25.04.2023 19:00:00;25.04.2023 20:00:00;35.77
25.04.2023 20:00:00;25.04.2023 21:00:00;35.69
25.04.2023 21:00:00;25.04.2023 22:00:00;35.12
25.04.2023 22:00:00;25.04.2023 23:00:00;33.56
25.04.2023 23:00:00;26.04.2023 00:00:00;20.34
26.04.2023 00:00:00;26.04.2023 01:00:00;10.16
26.04.2023 01:00:00;26.04.2023 02:00:00;40.1
26.04.2023 02:00:00;26.04.2023 03:00:00;39.48
26.04.2023 03:00:00;26.04.2023 04:00:00;39.32
26.04.2023 04:00:00;26.04.2023 05:00:00;38.45
26.04.2023 05:00:00;26.04.2023 06:00:00;38.77
26.04.2023 06:00:00;26.04.2023 07:00:00;44.26
26.04.2023 07:00:00;26.04.2023 08:00:00;60.76
26.04.2023 08:00:00;26.04.2023 09:00:00;78.12
26.04.2023 09:00:00;26.04.2023 10:00:00;82.23
26.04.2023 10:00:00;26.04.2023 11:00:00;76.6
26.04.2023 11:00:00;26.04.2023 12:00:00;75.91
26.04.2023 12:00:00;26.04.2023 13:00:00;58.86
26.04.2023 13:00:00;26.04.2023 14:00:00;52.99
26.04.2023 14:00:00;26.04.2023 15:00:00;44.56
26.04.2023 15:00:00;26.04.2023 16:00:00;41.14
26.04.2023 16:00:00;26.04.2023 17:00:00;37.21
26.04.2023 17:00:00;26.04.2023 18:00:00;42.42
26.04.2023 18:00:00;26.04.2023 19:00:00;67.86
26.04.2023 19:00:00;26.04.2023 20:00:00;70.92
26.04.2023 20:00:00;26.04.2023 21:00:00;74.61
26.04.2023 21:00:00;26.04.2023 22:00:00;76.38
26.04.2023 22:00:00;26.04.2023 23:00:00;76.31
26.04.2023 23:00:00;27.04.2023 00:00:00;67.3
27.04.2023 00:00:00;27.04.2023 01:00:00;45.05
27.04.2023 01:00:00;27.04.2023 02:00:00;95.8
27.04.2023 02:00:00;27.04.2023 03:00:00;90.86
27.04.2023 03:00:00;27.04.2023 04:00:00;87.02
27.04.2023 04:00:00;27.04.2023 05:00:00;86.11
27.04.2023 05:00:00;27.04.2023 06:00:00;85.87
27.04.2023 06:00:00;27.04.2023 07:00:00;99.92
27.04.2023 07:00:00;27.04.2023 08:00:00;116.86
27.04.2023 08:00:00;27.04.2023 09:00:00;142.75
27.04.2023 09:00:00;27.04.2023 10:00:00;132.35
27.04.2023 10:00:00;27.04.2023 11:00:00;105.36
27.04.2023 11:00:00;27.04.2023 12:00:00;96.33
27.04.2023 12:00:00;27.04.2023 13:00:00;93.69
27.04.2023 13:00:00;27.04.2023 14:00:00;90.55
27.04.2023 14:00:00;27.04.2023 15:00:00;89.91
27.04.2023 15:00:00;27.04.2023 16:00:00;90.32
27.04.2023 16:00:00;27.04.2023 17:00:00;88.9
27.04.2023 17:00:00;27.04.2023 18:00:00;88.76
27.04.2023 18:00:00;27.04.2023 19:00:00;97.82
27.04.2023 19:00:00;27.04.2023 20:00:00;106.3
27.04.2023 20:00:00;27.04.2023 21:00:00;102.42
27.04.2023 21:00:00;27.04.2023 22:00:00;96.42
27.04.2023 22:00:00;27.04.2023 23:00:00;96.83
27.04.2023 23:00:00;28.04.2023 00:00:00;97.36
28.04.2023 00:00:00;28.04.2023 01:00:00;96.97
28.04.2023 01:00:00;28.04.2023 02:00:00;80.1
28.04.2023 02:00:00;28.04.2023 03:00:00;75.97
28.04.2023 03:00:00;28.04.2023 04:00:00;75.17
28.04.2023 04:00:00;28.04.2023 05:00:00;79.98
28.04.2023 05:00:00;28.04.2023 06:00:00;87.37
28.04.2023 06:00:00;28.04.2023 07:00:00;95.16
28.04.2023 07:00:00;28.04.2023 08:00:00;107.97
28.04.2023 08:00:00;28.04.2023 09:00:00;119.98
28.04.2023 09:00:00;28.04.2023 10:00:00;126.81
28.04.2023 10:00:00;28.04.2023 11:00:00;117.19
28.04.2023 11:00:00;28.04.2023 12:00:00;109.67
28.04.2023 12:00:00;28.04.2023 13:00:00;106.17
28.04.2023 13:00:00;28.04.2023 14:00:00;102.05
28.04.2023 14:00:00;28.04.2023 15:00:00;93.09
28.04.2023 15:00:00;28.04.2023 16:00:00;90.19
28.04.2023 16:00:00;28.04.2023 17:00:00;89
28.04.2023 17:00:00;28.04.2023 18:00:00;90.61
28.04.2023 18:00:00;28.04.2023 19:00:00;99.17
28.04.2023 19:00:00;28.04.2023 20:00:00;103.4
28.04.2023 20:00:00;28.04.2023 21:00:00;98.83
28.04.2023 21:00:00;28.04.2023 22:00:00;96.83
28.04.2023 22:00:00;28.04.2023 23:00:00;105.55
28.04.2023 23:00:00;29.04.2023 00:00:00;94.95
29.04.2023 00:00:00;29.04.2023 01:00:00;88.29
29.04.2023 01:00:00;29.04.2023 02:00:00;89.57
29.04.2023 02:00:00;29.04.2023 03:00:00;88.39
29.04.2023 03:00:00;29.04.2023 04:00:00;86.57
29.04.2023 04:00:00;29.04.2023 05:00:00;86.39
29.04.2023 05:00:00;29.04.2023 06:00:00;85.61
29.04.2023 06:00:00;29.04.2023 07:00:00;84.5
29.04.2023 07:00:00;29.04.2023 08:00:00;85.19
29.04.2023 08:00:00;29.04.2023 09:00:00;88.24
29.04.2023 09:00:00;29.04.2023 10:00:00;89.28
29.04.2023 10:00:00;29.04.2023 11:00:00;89.69
29.04.2023 11:00:00;29.04.2023 12:00:00;85.37
29.04.2023 12:00:00;29.04.2023 13:00:00;76.51
29.04.2023 13:00:00;29.04.2023 14:00:00;64.37
29.04.2023 14:00:00;29.04.2023 15:00:00;47.76
29.04.2023 15:00:00;29.04.2023 16:00:00;42.43
29.04.2023 16:00:00;29.04.2023 17:00:00;40.53
29.04.2023 17:00:00;29.04.2023 18:00:00;42.47
29.04.2023 18:00:00;29.04.2023 19:00:00;42.76
29.04.2023 19:00:00;29.04.2023 20:00:00;47.48
29.04.2023 20:00:00;29.04.2023 21:00:00;45.34
29.04.2023 21:00:00;29.04.2023 22:00:00;43.93
29.04.2023 22:00:00;29.04.2023 23:00:00;41.36
29.04.2023 23:00:00;30.04.2023 00:00:00;28.84
30.04.2023 00:00:00;30.04.2023 01:00:00;25.48
30.04.2023 01:00:00;30.04.2023 02:00:00;28.25
30.04.2023 02:00:00;30.04.2023 03:00:00;27.88
30.04.2023 03:00:00;30.04.2023 04:00:00;26.7
30.04.2023 04:00:00;30.04.2023 05:00:00;26.35
30.04.2023 05:00:00;30.04.2023 06:00:00;26.51
30.04.2023 06:00:00;30.04.2023 07:00:00;26.09
30.04.2023 07:00:00;30.04.2023 08:00:00;26.85
30.04.2023 08:00:00;30.04.2023 09:00:00;27.98
30.04.2023 09:00:00;30.04.2023 10:00:00;31.27
30.04.2023 10:00:00;30.04.2023 11:00:00;30.31
30.04.2023 11:00:00;30.04.2023 12:00:00;26.8
30.04.2023 12:00:00;30.04.2023 13:00:00;6.02
30.04.2023 13:00:00;30.04.2023 14:00:00;0.96
30.04.2023 14:00:00;30.04.2023 15:00:00;-0.08
30.04.2023 15:00:00;30.04.2023 16:00:00;-0.92
30.04.2023 16:00:00;30.04.2023 17:00:00;1.22
30.04.2023 17:00:00;30.04.2023 18:00:00;14
30.04.2023 18:00:00;30.04.2023 19:00:00;32.09
30.04.2023 19:00:00;30.04.2023 20:00:00;38.9
30.04.2023 20:00:00;30.04.2023 21:00:00;40.29
30.04.2023 21:00:00;30.04.2023 22:00:00;38.65
30.04.2023 22:00:00;30.04.2023 23:00:00;38.63
30.04.2023 23:00:00;01.05.2023 00:00:00;34.05
01.05.2023 00:00:00;01.05.2023 01:00:00;31.51
01.05.2023 01:00:00;01.05.2023 02:00:00;31.49
01.05.2023 02:00:00;01.05.2023 03:00:00;34.02
01.05.2023 03:00:00;01.05.2023 04:00:00;36.69
01.05.2023 04:00:00;01.05.2023 05:00:00;39.89
01.05.2023 05:00:00;01.05.2023 06:00:00;42.55
01.05.2023 06:00:00;01.05.2023 07:00:00;44.83
01.05.2023 07:00:00;01.05.2023 08:00:00;47.89
01.05.2023 08:00:00;01.05.2023 09:00:00;56.11
01.05.2023 09:00:00;01.05.2023 10:00:00;65.55
01.05.2023 10:00:00;01.05.2023 11:00:00;50.09
01.05.2023 11:00:00;01.05.2023 12:00:00;49.43
01.05.2023 12:00:00;01.05.2023 13:00:00;44.25
01.05.2023 13:00:00;01.05.2023 14:00:00;41.9
01.05.2023 14:00:00;01.05.2023 15:00:00;34.24
01.05.2023 15:00:00;01.05.2023 16:00:00;29.91
01.05.2023 16:00:00;01.05.2023 17:00:00;40.2
01.05.2023 17:00:00;01.05.2023 18:00:00;51.96
01.05.2023 18:00:00;01.05.2023 19:00:00;65.71
01.05.2023 19:00:00;01.05.2023 20:00:00;75.04
01.05.2023 20:00:00;01.05.2023 21:00:00;76.43
01.05.2023 21:00:00;01.05.2023 22:00:00;75.04
01.05.2023 22:00:00;01.05.2023 23:00:00;72.37
01.05.2023 23:00:00;02.05.2023 00:00:00;64.42
02.05.2023 00:00:00;02.05.2023 01:00:00;57.25
02.05.2023 01:00:00;02.05.2023 02:00:00;69.62
02.05.2023 02:00:00;02.05.2023 03:00:00;65.18
02.05.2023 03:00:00;02.05.2023 04:00:00;61.48
02.05.2023 04:00:00;02.05.2023 05:00:00;58.13
02.05.2023 05:00:00;02.05.2023 06:00:00;58.35
02.05.2023 06:00:00;02.05.2023 07:00:00;65.63
02.05.2023 07:00:00;02.05.2023 08:00:00;100.22
02.05.2023 08:00:00;02.05.2023 09:00:00;123.34
02.05.2023 09:00:00;02.05.2023 10:00:00;130.97
02.05.2023 10:00:00;02.05.2023 11:00:00;119.42
02.05.2023 11:00:00;02.05.2023 12:00:00;112
02.05.2023 12:00:00;02.05.2023 13:00:00;105.82
02.05.2023 13:00:00;02.05.2023 14:00:00;96.13
02.05.2023 14:00:00;02.05.2023 15:00:00;91.99
02.05.2023 15:00:00;02.05.2023 16:00:00;86.18
02.05.2023 16:00:00;02.05.2023 17:00:00;80.36
02.05.2023 17:00:00;02.05.2023 18:00:00;84.83
02.05.2023 18:00:00;02.05.2023 19:00:00;92.17
02.05.2023 19:00:00;02.05.2023 20:00:00;106.71
02.05.2023 20:00:00;02.05.2023 21:00:00;103.4
02.05.2023 21:00:00;02.05.2023 22:00:00;91.38
02.05.2023 22:00:00;02.05.2023 23:00:00;71.73
02.05.2023 23:00:00;03.05.2023 00:00:00;55.01
03.05.2023 00:00:00;03.05.2023 01:00:00;48.99
03.05.2023 01:00:00;03.05.2023 02:00:00;10.61
03.05.2023 02:00:00;03.05.2023 03:00:00;7.48
03.05.2023 03:00:00;03.05.2023 04:00:00;9.99
03.05.2023 04:00:00;03.05.2023 05:00:00;17.35
03.05.2023 05:00:00;03.05.2023 06:00:00;29.93
03.05.2023 06:00:00;03.05.2023 07:00:00;49.76
03.05.2023 07:00:00;03.05.2023 08:00:00;53.39
03.05.2023 08:00:00;03.05.2023 09:00:00;67.59
03.05.2023 09:00:00;03.05.2023 10:00:00;80
03.05.2023 10:00:00;03.05.2023 11:00:00;70.68
03.05.2023 11:00:00;03.05.2023 12:00:00;64.2
03.05.2023 12:00:00;03.05.2023 13:00:00;59.95
03.05.2023 13:00:00;03.05.2023 14:00:00;55.4
03.05.2023 14:00:00;03.05.2023 15:00:00;52.76
03.05.2023 15:00:00;03.05.2023 16:00:00;51.57
03.05.2023 16:00:00;03.05.2023 17:00:00;51.92
03.05.2023 17:00:00;03.05.2023 18:00:00;52.85
03.05.2023 18:00:00;03.05.2023 19:00:00;55.06
03.05.2023 19:00:00;03.05.2023 20:00:00;66.28
03.05.2023 20:00:00;03.05.2023 21:00:00;80.03
03.05.2023 21:00:00;03.05.2023 22:00:00;82.3
03.05.2023 22:00:00;03.05.2023 23:00:00;80.39
03.05.2023 23:00:00;04.05.2023 00:00:00;67.46
04.05.2023 00:00:00;04.05.2023 01:00:00;53.43
04.05.2023 01:00:00;04.05.2023 02:00:00;66.69
04.05.2023 02:00:00;04.05.2023 03:00:00;66.66
04.05.2023 03:00:00;04.05.2023 04:00:00;64.8
04.05.2023 04:00:00;04.05.2023 05:00:00;66.7
04.05.2023 05:00:00;04.05.2023 06:00:00;67.2
04.05.2023 06:00:00;04.05.2023 07:00:00;76.54
04.05.2023 07:00:00;04.05.2023 08:00:00;101.46
04.05.2023 08:00:00;04.05.2023 09:00:00;124.85
04.05.2023 09:00:00;04.05.2023 10:00:00;117.3
04.05.2023 10:00:00;04.05.2023 11:00:00;104.42
04.05.2023 11:00:00;04.05.2023 12:00:00;90
04.05.2023 12:00:00;04.05.2023 13:00:00;79.6
